Luminosity,GlobalTemperature,WhitePopulation,BlackPopulation
1.8,85.54119491391708,0,0
1.8,85.54119493786003,0,0
1.8,85.54119494982962,0,0
1.8,85.541194955817,0,0
1.8,85.5411949588081,0,0
1.8,85.54119496030542,0,0
1.8,85.54119496105204,0,0
1.8,85.54119496142715,0,0
1.8,85.54119496161508,0,0
1.8,85.54119496170682,0,0
1.8,85.54119496175521,0,0
1.8,85.54119496177809,0,0
1.8,85.54119496178996,0,0
1.8,85.5411949617942,0,0
1.8,85.54119496179909,0,0
1.8,85.54119496179928,0,0
1.8,85.54119496179953,0,0
1.8,85.5411949617996,0,0
1.8,85.54119496180044,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.8,85.54119496180046,0,0
1.7975,85.54119496180046,0,0
1.795,85.49116020739395,0,0
1.7925,85.41603843797104,0,0
1.79,85.32830332910825,0,0
1.7875,85.23419152367536,0,0
1.785,85.13682114735963,0,0
1.7825,85.03775106644058,0,0
1.78,84.93776051667274,0,0
1.7775,84.83723891770393,0,0
1.775,84.736380780305,0,0
1.7725,84.63528315996385,0,0
1.77,84.53399438367383,0,0
1.7675,84.43253841334867,0,0
1.765,84.3309270274896,0,0
1.7625,84.2291659120382,0,0
1.76,84.12725770579712,0,0
1.7575,84.02520352312455,0,0
1.755,83.92300371528296,0,0
1.7525,83.82065825110642,0,0
1.75,83.71816690733758,0,0
1.7475,83.61552936376951,0,0
1.745,83.51274525083805,0,0
1.7425,83.40981417340063,0,0
1.74,83.30673572261672,0,0
1.7375,83.20350948188536,0,0
1.735,83.10013502981104,0,0
1.7325,82.99661194168756,0,0
1.73,82.89293979021706,0,0
1.7275,82.78911814588312,0,0
1.725,82.68514657711269,0,0
1.7225,82.58102465038205,0,0
1.72,82.4767519302191,0,0
1.7175,82.37232797924665,0,0
1.715,82.26775235816571,0,0
1.7125,82.16302462575024,0,0
1.71,82.0581443388514,0,0
1.7075,81.95311105237526,0,0
1.705,81.84792431927191,0,0
1.7025,81.74258369053817,0,0
1.7,81.63708871518749,0,0
1.6975,81.53143894025628,0,0
1.695,81.42563391077981,0,0
1.6925,81.31967316978128,0,0
1.69,81.21355625826972,0,0
1.6875,81.1072827152173,0,0
1.685,81.00085207755778,0,0
1.6825,80.89426388015931,0,0
1.68,80.78751765582827,0,0
1.6775,80.68061293528409,0,0
1.675,80.57354924715807,0,0
1.6725,80.46632611797587,0,0
1.67,80.35894307214102,0,0
1.6675,80.25139963192643,0,0
1.665,80.1436953174632,0,0
1.6625,80.03582964672326,0,0
1.66,79.9278021355077,0,0
1.6575,79.81961229744208,0,0
1.655,79.71125964394894,0,0
1.6525,79.60274368424288,0,0
1.65,79.49406392531861,0,0
1.6475,79.38521987193292,0,0
1.645,79.27621102659567,0,0
1.6425,79.16703688954439,0,0
1.64,79.0576969587563,0,0
1.6375,78.94819072990332,0,0
1.635,78.83851769635675,0,0
1.6325,78.72867734917388,0,0
1.63,78.61866917707663,0,0
1.6275,78.50849266643476,0,0
1.625,78.3981473012614,0,0
1.6225,78.28763256319554,0,0
1.62,78.17694793148259,0,0
1.6175,78.0660928829602,0,0
1.615,77.95506689204925,0,0
1.6125,77.8438694307347,0,0
1.61,77.7324999685519,0,0
1.6075,77.62095797256927,0,0
1.605,77.50924290737711,0,0
1.6025,77.39735423506463,0,0
1.6,77.28529141521167,0,0
1.5975,77.17305390487861,0,0
1.595,77.06064115856816,0,0
1.5925,76.94805262823361,0,0
1.59,76.83528776325011,0,0
1.5875,76.72234601040692,0,0
1.585,76.60922681387629,0,0
1.5825,76.4959296152156,0,0
1.58,76.38245385333582,0,0
1.5775,76.2687989644911,0,0
1.575,76.15496438226582,0,0
1.5725,76.04094953755013,0,0
1.57,75.92675385852776,0,0
1.5675,75.81237677065653,0,0
1.565,75.69781769665096,0,0
1.5625,75.5830760564645,0,0
1.56,75.46815126728147,0,0
1.5575,75.3530427434758,0,0
1.555,75.23774989662344,0,0
1.5525,75.12227213545847,0,0
1.55,75.00660886587141,0,0
1.5475,74.89075949088149,0,0
1.545,74.77472341062246,0,0
1.5425,74.6585000223262,0,0
1.54,74.54208872029304,0,0
1.5375,74.4254888958898,0,0
1.535,74.30869993751594,0,0
1.5325,74.19172123059253,0,0
1.53,74.07455215753723,0,0
1.5275,73.95719209774835,0,0
1.525,73.83964042759,0,0
1.5225,73.72189652035703,0,0
1.52,73.6039597462727,0,0
1.5175,73.48582947245451,0,0
1.515,73.36750506290798,0,0
1.5125,73.24898587848449,0,0
1.51,73.13027127688885,0,0
1.5075,73.01136061263423,0,0
1.505,72.89225323703394,0,0
1.5025,72.7729484981701,0,0
1.5,72.65344574089093,0,0
1.4975,72.53374430676234,0,0
1.495,72.41384353407378,0,0
1.4925,72.29374275779807,0,0
1.49,72.17344130956918,0,0
1.4875,72.05293851767586,0,0
1.485,71.93223370701739,0,0
1.4825,71.81132619910157,0,0
1.48,71.6902153120043,0,0
1.4775,71.56890036036351,0,0
1.475,71.4473806553376,0,0
1.4725,71.32565550459701,0,0
1.47,71.20372421229163,0,0
1.4675,71.08158607903329,0,0
1.465,70.95924040186415,0,0
1.4625,70.83668647424203,0,0
1.46,70.71392358600333,0,0
1.4575,70.5909510233546,0,0
1.455,70.46776806883278,0,0
1.4525,70.34437400128617,0,0
1.45,70.2207680958473,0,0
1.4475,70.096949623919,0,0
1.445,69.972917853125,0,0
1.4425,69.84867204730308,0,0
1.44,69.72421146648212,0,0
1.4375,69.59953536682791,0,0
1.435,69.47464300065623,0,0
1.4325,69.34953361636884,0,0
1.43,69.22420645845143,0,0
1.4275,69.0986607674353,0,0
1.425,68.97289577987208,0,0
1.4225,68.84691072830176,0,0
1.42,68.72070484123668,0,0
1.4175,68.59427734311615,0,0
1.415,68.4676274542944,0,0
1.4125,68.3407543909994,0,0
1.41,68.21365736530947,0,0
1.4075,68.08633558511997,0,0
1.405,67.95878825412561,0,0
1.4025,67.83101457177172,0,0
1.4,67.70301373324038,0,0
1.3975,67.57478492940741,0,0
1.395,67.4463273468261,0,0
1.3925,67.31764016767596,0,0
1.39,67.18872256975739,0,0
1.3875,67.05957372643739,0,0
1.385,66.930192806627,0,0
1.3825,66.80057897475328,0,0
1.38,66.67073139071728,0,0
1.3775,66.54064920987044,0,0
1.375,66.41033158297786,0,0
1.3725,66.27977765617995,0,0
1.37,66.14898657097152,0,0
1.3675,66.01795746415141,0,0
1.365,65.88668946780467,0,0
1.3625,65.75518170925514,0,0
1.36,65.62343331104071,0,0
1.3575,65.49144339087111,0,0
1.355,65.35921106159381,0,0
1.3525,65.22673543116211,0,0
1.35,65.09401560259035,0,0
1.3475,64.9610506739331,0,0
1.345,64.82783973822586,0,0
1.3425,64.69438188347529,0,0
1.34,64.56067619259389,0,0
1.3375,64.42672174338132,0,0
1.335,64.2925176084833,0,0
1.3325,64.15806285534718,0,0
1.33,64.02335654618165,0,0
1.3275,63.888397737927846,0,0
1.325,63.753185482208764,0,0
1.3225,63.61771882530425,0,0
1.32,63.48199680808679,0,0
1.3175,63.346018466006946,0,0
1.315,63.20978282902842,0,0
1.3125,63.0732889216088,0,0
1.31,62.9365357626393,0,0
1.3075,62.79952236541431,0,0
1.305,62.662247737580714,0,0
1.3025,62.524710881102216,0,0
1.3,62.386910792209086,0,0
1.2975,62.248846461358006,0,0
1.295,62.110516873188324,0,0
1.2925,61.97192100647229,0,0
1.29,61.83305783407603,0,0
1.2875,61.69392632291233,0,0
1.285,61.55452543388685,0,0
1.2825,61.41485412186724,0,0
1.28,61.27491133561841,0,0
1.2775,61.13469601776875,0,0
1.275,60.99420710475518,0,0
1.2725,60.853443526774356,0,0
1.27,60.71240420774307,0,0
1.2675,60.57108806523364,0,0
1.265,60.4294940104372,0,0
1.2625,60.28762094810376,0,0
1.26,60.145467776501455,0,0
1.2575,60.00303338735785,0,0
1.255,59.860316665806636,0,0
1.2525,59.71731649034292,0,0
1.25,59.574031732763615,0,0
1.2475,59.43046125811804,0,0
1.245,59.28660392465087,0,0
1.2425,59.14245858375024,0,0
1.24,58.99802407989046,0,0
1.2375,58.853299250579006,0,0
1.235,58.70828292629992,0,0
1.2325,58.56297393045147,0,0
1.23,58.41737107929896,0,0
1.2275,58.27147318190923,0,0
1.225,58.12527904009537,0,0
1.2225,57.978787448351945,0,0
1.22,57.831997193808945,0,0
1.2175,57.684907056153584,0,0
1.215,57.537515807586445,0,0
1.2125,57.38982221274825,0,0
1.21,57.24182502865977,0,0
1.2075,57.0935230046666,0,0
1.205,56.94491488236239,0,0
1.2025,56.79599939553938,0,0
1.2,56.64677527011385,0,0
1.1975,56.49724122406291,0,0
1.195,56.34739596736236,0,0
1.1925,56.19723820191037,0,0
1.19,56.046766621473004,0,0
1.1875,55.895979911605025,0,0
1.185,55.74487674958737,0,0
1.1825,55.59345580435232,0,0
1.18,55.441715736422466,0,0
1.1775,55.28965519782844,0,0
1.175,55.137272832042086,0,0
1.175,54.98456727390536,0,0
1.175,54.9082144948382,0,0
1.175,54.870038105303806,0,0
1.175,54.850949910535476,0,0
1.175,54.84140581315297,0,0
1.175,54.836633764461865,0,0
1.175,54.834247740116034,0,0
1.175,54.83305472794216,0,0
1.175,54.83245822185567,0,0
1.175,54.83215996881322,0,0
1.175,54.83201084229173,0,0
